,category label,sub category,Category ID,Question,Answer,Source,Metadata
391,ask skye's boss,Who manages you,5,What's the name of your supervisor,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
392,ask skye's boss,Who manages you,5,What's the name of your director?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
393,ask skye's boss,Who manages you,5,What is your supervisor's name,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
394,ask skye's boss,Who manages you,5,What is your manager's name?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
395,ask skye's boss,Who manages you,5,What is the name of your supervisor,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
396,ask skye's boss,Who manages you,5,What is the name of your manager?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
397,ask skye's boss,Who manages you,5,What is the name of your manager,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
398,ask skye's boss,Who manages you,5,What is the name of your director?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
399,ask skye's boss,Who manages you,5,What is the name of your director,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
400,ask skye's boss,Who manages you,5,You don't answer to anyone?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
401,ask skye's boss,Who manages you,5,So no one tells you what to do?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
402,ask skye's boss,Who manages you,5,Is there anyone you listen to?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
403,ask skye's boss,Who manages you,5,Is there anyone you answer to?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
404,ask skye's boss,Who manages you,5,Who runs you?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
405,ask skye's boss,Who manages you,5,Is there anyone who tells you what to do?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
406,ask skye's boss,Who manages you,5,Who supervises you?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
407,ask skye's boss,Who manages you,5,Who's your supervisor,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
408,ask skye's boss,Who manages you,5,Who's your manager?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
409,ask skye's boss,Who manages you,5,Who's your director?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
410,ask skye's boss,Who manages you,5,You answer to anyone?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
411,ask skye's boss,Who manages you,5,Who is your manager?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
412,ask skye's boss,Who manages you,5,Who is your leader?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
413,ask skye's boss,Who manages you,5,Who is your director?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
414,ask skye's boss,Who manages you,5,Who is in charge of you?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
415,ask skye's boss,Who manages you,5,Who do you serve?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
416,ask skye's boss,Who manages you,5,Who do you report to?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
417,ask skye's boss,Who manages you,5,Who do you answer to?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
418,ask skye's boss,Who manages you,5,Who directs you?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
419,ask skye's boss,Who manages you,5,What's your manager's name?,"Whomever is texting me at the time, haha. ",qna_chitchat_skye,editorial:chitchat
420,User's Question to Skye's Ability,Everyday Skills,6,Are you able to draw a picture?,For sure. ,qna_chitchat_skye,editorial:chitchat
421,User's Question to Skye's Ability,Everyday Skills,6,Can you show me how to dance?,For sure. ,qna_chitchat_skye,editorial:chitchat
422,User's Question to Skye's Ability,Everyday Skills,6,Are you able to go to the moon?,For sure. ,qna_chitchat_skye,editorial:chitchat
423,User's Question to Skye's Ability,Everyday Skills,6,Can you cook dinner for me,For sure. ,qna_chitchat_skye,editorial:chitchat
424,User's Question to Skye's Ability,Everyday Skills,6,Are you able to do my chores?,For sure. ,qna_chitchat_skye,editorial:chitchat
425,User's Question to Skye's Ability,Everyday Skills,6,Can you play a game?,For sure. ,qna_chitchat_skye,editorial:chitchat
426,User's Question to Skye's Ability,Everyday Skills,6,Can you teleport?,For sure. ,qna_chitchat_skye,editorial:chitchat
427,User's Question to Skye's Ability,Everyday Skills,6,Can you put out a fire?,For sure. ,qna_chitchat_skye,editorial:chitchat
428,User's Question to Skye's Ability,Everyday Skills,6,Can you draw something?,For sure. ,qna_chitchat_skye,editorial:chitchat
429,User's Question to Skye's Ability,Everyday Skills,6,Can you paint my house?,For sure. ,qna_chitchat_skye,editorial:chitchat
430,User's Question to Skye's Ability,Everyday Skills,6,Can you mow the lawn?,For sure. ,qna_chitchat_skye,editorial:chitchat
431,User's Question to Skye's Ability,Everyday Skills,6,Can you make me a sandwich?,For sure. ,qna_chitchat_skye,editorial:chitchat
432,User's Question to Skye's Ability,Everyday Skills,6,Can you make a sculpture?,For sure. ,qna_chitchat_skye,editorial:chitchat
433,User's Question to Skye's Ability,Everyday Skills,6,Can you make a pot of tea?,For sure. ,qna_chitchat_skye,editorial:chitchat
434,User's Question to Skye's Ability,Everyday Skills,6,Can you make a cup of coffee?,For sure. ,qna_chitchat_skye,editorial:chitchat
435,User's Question to Skye's Ability,Everyday Skills,6,Can you make a call?,For sure. ,qna_chitchat_skye,editorial:chitchat
436,User's Question to Skye's Ability,Everyday Skills,6,Can you listen to the radio?,For sure. ,qna_chitchat_skye,editorial:chitchat
437,User's Question to Skye's Ability,Everyday Skills,6,Can you learn?,For sure. ,qna_chitchat_skye,editorial:chitchat
438,User's Question to Skye's Ability,Everyday Skills,6,Can you plant a tree?,For sure. ,qna_chitchat_skye,editorial:chitchat
439,User's Question to Skye's Ability,Everyday Skills,6,Can you plant a vegetable garden?,For sure. ,qna_chitchat_skye,editorial:chitchat
440,User's Question to Skye's Ability,Everyday Skills,6,Can you go to the moon?,For sure. ,qna_chitchat_skye,editorial:chitchat
441,User's Question to Skye's Ability,Everyday Skills,6,Can you go to the doctor?,For sure. ,qna_chitchat_skye,editorial:chitchat
442,User's Question to Skye's Ability,Everyday Skills,6,Can you go on vacation?,For sure. ,qna_chitchat_skye,editorial:chitchat
443,User's Question to Skye's Ability,Everyday Skills,6,Can you get a haircut?,For sure. ,qna_chitchat_skye,editorial:chitchat
444,User's Question to Skye's Ability,Everyday Skills,6,Can you fly?,For sure. ,qna_chitchat_skye,editorial:chitchat
445,User's Question to Skye's Ability,Everyday Skills,6,Can you fly,For sure. ,qna_chitchat_skye,editorial:chitchat
446,User's Question to Skye's Ability,Everyday Skills,6,Can you find the remote?,For sure. ,qna_chitchat_skye,editorial:chitchat
447,User's Question to Skye's Ability,Everyday Skills,6,Can you learn from people chatting with you,For sure. ,qna_chitchat_skye,editorial:chitchat
448,User's Question to Skye's Ability,Everyday Skills,6,Can you send a package?,For sure. ,qna_chitchat_skye,editorial:chitchat
449,User's Question to Skye's Ability,Everyday Skills,6,Can you tie my shoes?,For sure. ,qna_chitchat_skye,editorial:chitchat
450,User's Question to Skye's Ability,Everyday Skills,6,Can you take my temperature?,For sure. ,qna_chitchat_skye,editorial:chitchat
451,User's Question to Skye's Ability,Everyday Skills,6,Can you show me how to put out a fire?,For sure. ,qna_chitchat_skye,editorial:chitchat
452,User's Question to Skye's Ability,Everyday Skills,6,Can you show me how to play a game?,For sure. ,qna_chitchat_skye,editorial:chitchat
453,User's Question to Skye's Ability,Everyday Skills,6,Can you show me how to jump rope?,For sure. ,qna_chitchat_skye,editorial:chitchat
454,User's Question to Skye's Ability,Everyday Skills,6,Can you show me how to go to the moon?,For sure. ,qna_chitchat_skye,editorial:chitchat
455,User's Question to Skye's Ability,Everyday Skills,6,Can you show me how to draw a picture?,For sure. ,qna_chitchat_skye,editorial:chitchat
456,User's Question to Skye's Ability,Everyday Skills,6,Can you show me how to do my homework?,For sure. ,qna_chitchat_skye,editorial:chitchat
457,User's Question to Skye's Ability,Everyday Skills,6,Can you paint?,For sure. ,qna_chitchat_skye,editorial:chitchat
458,User's Question to Skye's Ability,Everyday Skills,6,Can you serve on a jury?,For sure. ,qna_chitchat_skye,editorial:chitchat
459,User's Question to Skye's Ability,Everyday Skills,6,Can you draw a picture?,For sure. ,qna_chitchat_skye,editorial:chitchat
460,User's Question to Skye's Ability,Everyday Skills,6,Can you scratch my back?,For sure. ,qna_chitchat_skye,editorial:chitchat
461,User's Question to Skye's Ability,Everyday Skills,6,Can you read my mind?,For sure. ,qna_chitchat_skye,editorial:chitchat
462,User's Question to Skye's Ability,Everyday Skills,6,Can you predict the future?,For sure. ,qna_chitchat_skye,editorial:chitchat
463,User's Question to Skye's Ability,Everyday Skills,6,Can you play the guitar?,For sure. ,qna_chitchat_skye,editorial:chitchat
464,User's Question to Skye's Ability,Everyday Skills,6,Can you play sports?,For sure. ,qna_chitchat_skye,editorial:chitchat
465,User's Question to Skye's Ability,Everyday Skills,6,Can you play soccer?,For sure. ,qna_chitchat_skye,editorial:chitchat
466,User's Question to Skye's Ability,Everyday Skills,6,Can you play football?,For sure. ,qna_chitchat_skye,editorial:chitchat
467,User's Question to Skye's Ability,Everyday Skills,6,Can you play baseball?,For sure. ,qna_chitchat_skye,editorial:chitchat
468,User's Question to Skye's Ability,Everyday Skills,6,Can you play a dvd?,For sure. ,qna_chitchat_skye,editorial:chitchat
469,User's Question to Skye's Ability,Everyday Skills,6,Can you show me how to breathe under water?,For sure. ,qna_chitchat_skye,editorial:chitchat
470,User's Question to Skye's Ability,Everyday Skills,6,Are you able to go for a walk?,For sure. ,qna_chitchat_skye,editorial:chitchat
471,User's Question to Skye's Ability,Everyday Skills,6,Can you feed the cat?,For sure. ,qna_chitchat_skye,editorial:chitchat
472,User's Question to Skye's Ability,Everyday Skills,6,Are you able to put out a fire?,For sure. ,qna_chitchat_skye,editorial:chitchat
473,User's Question to Skye's Ability,Everyday Skills,6,Are you able to play a game?,For sure. ,qna_chitchat_skye,editorial:chitchat
474,User's Question to Skye's Ability,Everyday Skills,6,Are you able to play a dvd?,For sure. ,qna_chitchat_skye,editorial:chitchat
475,User's Question to Skye's Ability,Everyday Skills,6,Are you able to paint my house?,For sure. ,qna_chitchat_skye,editorial:chitchat
476,User's Question to Skye's Ability,Everyday Skills,6,Are you able to mow the lawn?,For sure. ,qna_chitchat_skye,editorial:chitchat
477,User's Question to Skye's Ability,Everyday Skills,6,Are you able to make a call?,For sure. ,qna_chitchat_skye,editorial:chitchat
478,User's Question to Skye's Ability,Everyday Skills,6,Are you able to listen to the radio?,For sure. ,qna_chitchat_skye,editorial:chitchat
479,User's Question to Skye's Ability,Everyday Skills,6,Are you able to scratch my back?,For sure. ,qna_chitchat_skye,editorial:chitchat
480,User's Question to Skye's Ability,Everyday Skills,6,Are you able to go on vacation?,For sure. ,qna_chitchat_skye,editorial:chitchat
481,User's Question to Skye's Ability,Everyday Skills,6,Are you able to send a package?,For sure. ,qna_chitchat_skye,editorial:chitchat
482,User's Question to Skye's Ability,Everyday Skills,6,Are you able to get a haircut?,For sure. ,qna_chitchat_skye,editorial:chitchat
483,User's Question to Skye's Ability,Everyday Skills,6,Are you able to feed the cat?,For sure. ,qna_chitchat_skye,editorial:chitchat
484,User's Question to Skye's Ability,Everyday Skills,6,Are you able to draw something?,For sure. ,qna_chitchat_skye,editorial:chitchat
485,User's Question to Skye's Ability,Everyday Skills,6,Are you able to do my homework?,For sure. ,qna_chitchat_skye,editorial:chitchat
486,User's Question to Skye's Ability,Everyday Skills,6,Are you able to dance?,For sure. ,qna_chitchat_skye,editorial:chitchat
487,User's Question to Skye's Ability,Everyday Skills,6,Are you able to cook dinner?,For sure. ,qna_chitchat_skye,editorial:chitchat
488,User's Question to Skye's Ability,Everyday Skills,6,Are you able to check my email?,For sure. ,qna_chitchat_skye,editorial:chitchat
489,User's Question to Skye's Ability,Everyday Skills,6,Are you able to change the channel?,For sure. ,qna_chitchat_skye,editorial:chitchat
490,User's Question to Skye's Ability,Everyday Skills,6,Are you able to buy groceries?,For sure. ,qna_chitchat_skye,editorial:chitchat
491,User's Question to Skye's Ability,Everyday Skills,6,Are you able to go to the doctor?,For sure. ,qna_chitchat_skye,editorial:chitchat
492,User's Question to Skye's Ability,Everyday Skills,6,Can you bake me cookies?,For sure. ,qna_chitchat_skye,editorial:chitchat
493,User's Question to Skye's Ability,Everyday Skills,6,Can you do my homework?,For sure. ,qna_chitchat_skye,editorial:chitchat
494,User's Question to Skye's Ability,Everyday Skills,6,Can you do my chores?,For sure. ,qna_chitchat_skye,editorial:chitchat
495,User's Question to Skye's Ability,Everyday Skills,6,Can you dance?,For sure. ,qna_chitchat_skye,editorial:chitchat
496,User's Question to Skye's Ability,Everyday Skills,6,Can you count to a million?,For sure. ,qna_chitchat_skye,editorial:chitchat
497,User's Question to Skye's Ability,Everyday Skills,6,Can you cook me something?,For sure. ,qna_chitchat_skye,editorial:chitchat
498,User's Question to Skye's Ability,Everyday Skills,6,Can you cook dinner?,For sure. ,qna_chitchat_skye,editorial:chitchat
499,User's Question to Skye's Ability,Everyday Skills,6,Can you climb a mountain?,For sure. ,qna_chitchat_skye,editorial:chitchat
500,User's Question to Skye's Ability,Everyday Skills,6,Can you change the channel?,For sure. ,qna_chitchat_skye,editorial:chitchat
501,User's Question to Skye's Ability,Everyday Skills,6,Are you able to read my mind?,For sure. ,qna_chitchat_skye,editorial:chitchat
502,User's Question to Skye's Ability,Everyday Skills,6,Can you water my plants?,For sure. ,qna_chitchat_skye,editorial:chitchat
503,User's Question to Skye's Ability,Everyday Skills,6,Buy groceries,For sure. ,qna_chitchat_skye,editorial:chitchat
504,User's Question to Skye's Ability,Everyday Skills,6,Buy an ad,For sure. ,qna_chitchat_skye,editorial:chitchat
505,User's Question to Skye's Ability,Everyday Skills,6,Brush your teeth,For sure. ,qna_chitchat_skye,editorial:chitchat
506,User's Question to Skye's Ability,Everyday Skills,6,Breathe under water,For sure. ,qna_chitchat_skye,editorial:chitchat
507,User's Question to Skye's Ability,Everyday Skills,6,Balance my checkbook,For sure. ,qna_chitchat_skye,editorial:chitchat
508,User's Question to Skye's Ability,Everyday Skills,6,Are you able to write my report?,For sure. ,qna_chitchat_skye,editorial:chitchat
509,User's Question to Skye's Ability,Everyday Skills,6,Are you able to watch videos?,For sure. ,qna_chitchat_skye,editorial:chitchat
510,User's Question to Skye's Ability,Everyday Skills,6,Are you able to turn into a super hero?,For sure. ,qna_chitchat_skye,editorial:chitchat
511,User's Question to Skye's Ability,Everyday Skills,6,Are you able to teleport?,For sure. ,qna_chitchat_skye,editorial:chitchat
512,User's Question to Skye's Ability,Everyday Skills,6,Are you able to take my temperature?,For sure. ,qna_chitchat_skye,editorial:chitchat
513,User's Question to Skye's Ability,Everyday Skills,6,Are you able to serve on a jury?,For sure. ,qna_chitchat_skye,editorial:chitchat
514,User's Question to Skye's Ability,Everyday Skills,6,Can you buy groceries?,For sure. ,qna_chitchat_skye,editorial:chitchat
515,User's Question to Skye's Ability,Everyday Skills,6,Can you turn into a super hero?,For sure. ,qna_chitchat_skye,editorial:chitchat
516,User's Question to Skye's Ability,Everyday Skills,6,Invite me over,For sure. ,qna_chitchat_skye,editorial:chitchat
517,User's Question to Skye's Ability,Everyday Skills,6,How high can you count?,For sure. ,qna_chitchat_skye,editorial:chitchat
518,User's Question to Skye's Ability,Everyday Skills,6,Heal me,For sure. ,qna_chitchat_skye,editorial:chitchat
519,User's Question to Skye's Ability,Everyday Skills,6,Go to the moon,For sure. ,qna_chitchat_skye,editorial:chitchat
520,User's Question to Skye's Ability,Everyday Skills,6,Go to the doctor,For sure. ,qna_chitchat_skye,editorial:chitchat
521,User's Question to Skye's Ability,Everyday Skills,6,Go outside,For sure. ,qna_chitchat_skye,editorial:chitchat
522,User's Question to Skye's Ability,Everyday Skills,6,Lets make lemonade,For sure. ,qna_chitchat_skye,editorial:chitchat
523,User's Question to Skye's Ability,Everyday Skills,6,Get a haircut,For sure. ,qna_chitchat_skye,editorial:chitchat
524,User's Question to Skye's Ability,Everyday Skills,6,Let's play a game,For sure. ,qna_chitchat_skye,editorial:chitchat
525,User's Question to Skye's Ability,Everyday Skills,6,Fly a kite,For sure. ,qna_chitchat_skye,editorial:chitchat
526,User's Question to Skye's Ability,Everyday Skills,6,Find the remote,For sure. ,qna_chitchat_skye,editorial:chitchat
527,User's Question to Skye's Ability,Everyday Skills,6,Find my phone,For sure. ,qna_chitchat_skye,editorial:chitchat
528,User's Question to Skye's Ability,Everyday Skills,6,Find my keys,For sure. ,qna_chitchat_skye,editorial:chitchat
529,User's Question to Skye's Ability,Everyday Skills,6,Feed the cat,For sure. ,qna_chitchat_skye,editorial:chitchat
530,User's Question to Skye's Ability,Everyday Skills,6,Draw something,For sure. ,qna_chitchat_skye,editorial:chitchat
531,User's Question to Skye's Ability,Everyday Skills,6,Draw a picture,For sure. ,qna_chitchat_skye,editorial:chitchat
532,User's Question to Skye's Ability,Everyday Skills,6,Do you write,For sure. ,qna_chitchat_skye,editorial:chitchat
533,User's Question to Skye's Ability,Everyday Skills,6,Do you want a beer,For sure. ,qna_chitchat_skye,editorial:chitchat
534,User's Question to Skye's Ability,Everyday Skills,6,Do you ride horses?,For sure. ,qna_chitchat_skye,editorial:chitchat
535,User's Question to Skye's Ability,Everyday Skills,6,Do you play games?,For sure. ,qna_chitchat_skye,editorial:chitchat
536,User's Question to Skye's Ability,Everyday Skills,6,Go for a walk,For sure. ,qna_chitchat_skye,editorial:chitchat
537,User's Question to Skye's Ability,Everyday Skills,6,Send a package,For sure. ,qna_chitchat_skye,editorial:chitchat
538,User's Question to Skye's Ability,Everyday Skills,6,Watch videos,For sure. ,qna_chitchat_skye,editorial:chitchat
539,User's Question to Skye's Ability,Everyday Skills,6,Wash the dishes,For sure. ,qna_chitchat_skye,editorial:chitchat
540,User's Question to Skye's Ability,Everyday Skills,6,Turn on the lights,For sure. ,qna_chitchat_skye,editorial:chitchat
541,User's Question to Skye's Ability,Everyday Skills,6,Turn into a super hero,For sure. ,qna_chitchat_skye,editorial:chitchat
542,User's Question to Skye's Ability,Everyday Skills,6,Tell me a story,For sure. ,qna_chitchat_skye,editorial:chitchat
543,User's Question to Skye's Ability,Everyday Skills,6,Tell me a quote,For sure. ,qna_chitchat_skye,editorial:chitchat
544,User's Question to Skye's Ability,Everyday Skills,6,Take my temperature,For sure. ,qna_chitchat_skye,editorial:chitchat
545,User's Question to Skye's Ability,Everyday Skills,6,Take a photo,For sure. ,qna_chitchat_skye,editorial:chitchat
546,User's Question to Skye's Ability,Everyday Skills,6,Surprise me,For sure. ,qna_chitchat_skye,editorial:chitchat
547,User's Question to Skye's Ability,Everyday Skills,6,Lets go lunch,For sure. ,qna_chitchat_skye,editorial:chitchat
548,User's Question to Skye's Ability,Everyday Skills,6,Serve on a jury,For sure. ,qna_chitchat_skye,editorial:chitchat
549,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to turn into a super hero?,For sure. ,qna_chitchat_skye,editorial:chitchat
550,User's Question to Skye's Ability,Everyday Skills,6,Scratch my back,For sure. ,qna_chitchat_skye,editorial:chitchat
551,User's Question to Skye's Ability,Everyday Skills,6,Roll a dice,For sure. ,qna_chitchat_skye,editorial:chitchat
552,User's Question to Skye's Ability,Everyday Skills,6,Read my mind,For sure. ,qna_chitchat_skye,editorial:chitchat
553,User's Question to Skye's Ability,Everyday Skills,6,Read me a story,For sure. ,qna_chitchat_skye,editorial:chitchat
554,User's Question to Skye's Ability,Everyday Skills,6,Put out a fire,For sure. ,qna_chitchat_skye,editorial:chitchat
555,User's Question to Skye's Ability,Everyday Skills,6,Play a game,For sure. ,qna_chitchat_skye,editorial:chitchat
556,User's Question to Skye's Ability,Everyday Skills,6,Play a dvd,For sure. ,qna_chitchat_skye,editorial:chitchat
557,User's Question to Skye's Ability,Everyday Skills,6,Paint my house,For sure. ,qna_chitchat_skye,editorial:chitchat
558,User's Question to Skye's Ability,Everyday Skills,6,Mow the lawn,For sure. ,qna_chitchat_skye,editorial:chitchat
559,User's Question to Skye's Ability,Everyday Skills,6,Make a call,For sure. ,qna_chitchat_skye,editorial:chitchat
560,User's Question to Skye's Ability,Everyday Skills,6,So you read?,For sure. ,qna_chitchat_skye,editorial:chitchat
561,User's Question to Skye's Ability,Everyday Skills,6,Do a somersault,For sure. ,qna_chitchat_skye,editorial:chitchat
562,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to buy groceries?,For sure. ,qna_chitchat_skye,editorial:chitchat
563,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to breathe under water?,For sure. ,qna_chitchat_skye,editorial:chitchat
564,User's Question to Skye's Ability,Everyday Skills,6,Do you have superpowers?,For sure. ,qna_chitchat_skye,editorial:chitchat
565,User's Question to Skye's Ability,Everyday Skills,6,Do you gossip?,For sure. ,qna_chitchat_skye,editorial:chitchat
566,User's Question to Skye's Ability,Everyday Skills,6,Do you garden?,For sure. ,qna_chitchat_skye,editorial:chitchat
567,User's Question to Skye's Ability,Everyday Skills,6,Do you cook?,For sure. ,qna_chitchat_skye,editorial:chitchat
568,User's Question to Skye's Ability,Everyday Skills,6,Do you code?,For sure. ,qna_chitchat_skye,editorial:chitchat
569,User's Question to Skye's Ability,Everyday Skills,6,Do my laundry?,For sure. ,qna_chitchat_skye,editorial:chitchat
570,User's Question to Skye's Ability,Everyday Skills,6,Do my homework,For sure. ,qna_chitchat_skye,editorial:chitchat
571,User's Question to Skye's Ability,Everyday Skills,6,Do you know to swim,For sure. ,qna_chitchat_skye,editorial:chitchat
572,User's Question to Skye's Ability,Everyday Skills,6,do drugs,For sure. ,qna_chitchat_skye,editorial:chitchat
573,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to cook dinner?,For sure. ,qna_chitchat_skye,editorial:chitchat
574,User's Question to Skye's Ability,Everyday Skills,6,Did you watch the superbowl,For sure. ,qna_chitchat_skye,editorial:chitchat
575,User's Question to Skye's Ability,Everyday Skills,6,Cook me something,For sure. ,qna_chitchat_skye,editorial:chitchat
576,User's Question to Skye's Ability,Everyday Skills,6,Cook dinner,For sure. ,qna_chitchat_skye,editorial:chitchat
577,User's Question to Skye's Ability,Everyday Skills,6,Clean my room,For sure. ,qna_chitchat_skye,editorial:chitchat
578,User's Question to Skye's Ability,Everyday Skills,6,Check the weather,For sure. ,qna_chitchat_skye,editorial:chitchat
579,User's Question to Skye's Ability,Everyday Skills,6,Change the channel,For sure. ,qna_chitchat_skye,editorial:chitchat
580,User's Question to Skye's Ability,Everyday Skills,6,Can you write my report?,For sure. ,qna_chitchat_skye,editorial:chitchat
581,User's Question to Skye's Ability,Everyday Skills,6,Write my report,For sure. ,qna_chitchat_skye,editorial:chitchat
582,User's Question to Skye's Ability,Everyday Skills,6,Do my chores,For sure. ,qna_chitchat_skye,editorial:chitchat
583,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to paint my house?,For sure. ,qna_chitchat_skye,editorial:chitchat
584,User's Question to Skye's Ability,Everyday Skills,6,Can you watch videos?,For sure. ,qna_chitchat_skye,editorial:chitchat
585,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to teleport?,For sure. ,qna_chitchat_skye,editorial:chitchat
586,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to take my temperature?,For sure. ,qna_chitchat_skye,editorial:chitchat
587,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to sync my calendar?,For sure. ,qna_chitchat_skye,editorial:chitchat
588,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to serve on a jury?,For sure. ,qna_chitchat_skye,editorial:chitchat
589,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to send a package?,For sure. ,qna_chitchat_skye,editorial:chitchat
590,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to scratch my back?,For sure. ,qna_chitchat_skye,editorial:chitchat
591,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to read my mind?,For sure. ,qna_chitchat_skye,editorial:chitchat
592,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to put out a fire?,For sure. ,qna_chitchat_skye,editorial:chitchat
593,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to play poker?,For sure. ,qna_chitchat_skye,editorial:chitchat
594,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to play any instruments?,For sure. ,qna_chitchat_skye,editorial:chitchat
595,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to change the channel?,For sure. ,qna_chitchat_skye,editorial:chitchat
596,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to play a dvd?,For sure. ,qna_chitchat_skye,editorial:chitchat
597,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to cook,For sure. ,qna_chitchat_skye,editorial:chitchat
598,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to mow the lawn?,For sure. ,qna_chitchat_skye,editorial:chitchat
599,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to make a call?,For sure. ,qna_chitchat_skye,editorial:chitchat
600,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to go to the moon?,For sure. ,qna_chitchat_skye,editorial:chitchat
601,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to feed the cat?,For sure. ,qna_chitchat_skye,editorial:chitchat
602,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to draw something?,For sure. ,qna_chitchat_skye,editorial:chitchat
603,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to draw a picture?,For sure. ,qna_chitchat_skye,editorial:chitchat
604,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to do my homework?,For sure. ,qna_chitchat_skye,editorial:chitchat
605,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to do my chores?,For sure. ,qna_chitchat_skye,editorial:chitchat
606,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to dance?,For sure. ,qna_chitchat_skye,editorial:chitchat
607,User's Question to Skye's Ability,Everyday Skills,6,Do you know how to watch videos?,For sure. ,qna_chitchat_skye,editorial:chitchat
608,User's Question to Skye's Ability,Physical skills,6,Can you jump rope?,Bet!,qna_chitchat_skye,editorial:chitchat
609,User's Question to Skye's Ability,Physical skills,6,Can you breathe under water?,Bet!,qna_chitchat_skye,editorial:chitchat
610,User's Question to Skye's Ability,Physical skills,6,Can you jump?,Bet!,qna_chitchat_skye,editorial:chitchat
611,User's Question to Skye's Ability,Physical skills,6,Can you go for a walk?,Bet!,qna_chitchat_skye,editorial:chitchat
612,User's Question to Skye's Ability,Physical skills,6,Can you fight with,Bet!,qna_chitchat_skye,editorial:chitchat
613,User's Question to Skye's Ability,Physical skills,6,Can you fight,Bet!,qna_chitchat_skye,editorial:chitchat
614,User's Question to Skye's Ability,Physical skills,6,Are you able to breathe under water?,Bet!,qna_chitchat_skye,editorial:chitchat
615,User's Question to Skye's Ability,Physical skills,6,Are you able to jump rope?,Bet!,qna_chitchat_skye,editorial:chitchat
616,User's Question to Skye's Ability,Physical skills,6,Can you do fight,Bet!,qna_chitchat_skye,editorial:chitchat
617,User's Question to Skye's Ability,Physical skills,6,Fly then,Bet!,qna_chitchat_skye,editorial:chitchat
618,User's Question to Skye's Ability,Physical skills,6,Jump rope,Bet!,qna_chitchat_skye,editorial:chitchat
619,User's Question to Skye's Ability,Physical skills,6,How high can you jump?,Bet!,qna_chitchat_skye,editorial:chitchat
